GO ID	GO name	Genes in GO	Children of GO	Parents of GO
GO:0009597	detection of virus	ompA,		GO:0009615,
GO:0006490	oligosaccharide-lipid intermediate biosynthetic process	opgB,	GO:0006488,	GO:0044255,GO:1901137,GO:0044711,
GO:0009250	glucan biosynthetic process	opgD,opgB,opgG,opgC,opgH,	GO:0030979,GO:0019252,GO:0009969,GO:0005978,GO:1900727,GO:0051274,GO:0051677,	GO:0033692,GO:0006073,
GO:0009311	oligosaccharide metabolic process	opgC,	GO:0033533,GO:0051691,GO:0009313,GO:0005984,GO:0009312,GO:1901269,GO:2000893,GO:0033530,GO:2000889,GO:2001122,GO:0051679,GO:2000902,GO:0006491,GO:0033531,GO:0051690,GO:2000900,GO:0033535,GO:0046401,	GO:0044723,
GO:0032951	regulation of beta-glucan biosynthetic process	opgD,	GO:0060917,GO:2001006,GO:0090093,GO:0032953,	GO:0032950,GO:0010962,
GO:0051274	beta-glucan biosynthetic process	opgD,opgG,opgH,	GO:0070880,GO:0034410,GO:0006075,GO:0030244,GO:0006078,	GO:0051273,GO:0009250,
GO:0035672	oligopeptide transmembrane transport	oppB,	GO:0090374,GO:0036246,GO:0036248,GO:0035442,GO:0035443,GO:1901583,GO:0036247,	GO:0055085,GO:0006857,
GO:0015834	peptidoglycan-associated peptide transport	oppD,		GO:0015833,
GO:0090501	RNA phosphodiester bond hydrolysis	rng,rna,orn,rnpA,yhaV,rph,tatD,rnd,rnt,rne,	GO:0090503,GO:0042779,GO:0000469,GO:0090502,GO:0006379,	GO:0016070,GO:0090305,
GO:0090503	RNA phosphodiester bond hydrolysis, exonucleolytic	orn,rnb,yciV,pnp,rnr,tatD,rbn,sbcB,rnd,rnt,	GO:0000459,GO:0034415,	GO:0090501,
GO:0071474	cellular hyperosmotic response	treF,treA,osmF,yggT,	GO:0071475,	GO:0006972,GO:0071470,
GO:0005992	trehalose biosynthetic process	otsA,otsB,	GO:1901372,GO:0090441,	GO:0046351,GO:0005991,
GO:0070415	trehalose metabolism in response to cold stress	otsA,otsB,		GO:0070417,GO:0070413,
GO:0010124	phenylacetate catabolic process	paaI,paaC,paaH,paaZ,paaA,paaG,paaX,paaF,paaD,paaY,paaJ,paaK,paaB,paaE,		GO:0042178,GO:0072329,
GO:0019619	3,4-dihydroxybenzoate catabolic process	paaJ,	GO:0019617,GO:0019618,	GO:0072329,GO:0046278,
GO:0015940	pantothenate biosynthetic process	panD,panB,panC,panZ,panE,	GO:0033318,GO:0033317,	GO:0042364,GO:0009108,GO:0015939,GO:0072330,
GO:0033317	pantothenate biosynthetic process from valine	panB,panC,panE,		GO:0015940,GO:0006573,
GO:0015887	pantothenate transmembrane transport	panF,	GO:0098717,	GO:0035461,GO:0051182,GO:0015718,GO:0098656,
GO:0071436	sodium ion export	panF,	GO:0036376,	GO:0035725,
GO:0031638	zymogen activation	panZ,	GO:0097202,GO:0032023,GO:0044541,GO:0031639,	GO:0016485,
GO:0009115	xanthine catabolic process	xdhD,paoC,xdhA,	GO:0006151,	GO:0046110,GO:0006145,
GO:0030541	plasmid partitioning	parC,parE,	GO:0030543,	GO:0006276,
GO:0009447	putrescine catabolic process	patA,puuA,puuP,puuE,patD,sad,puuD,puuC,puuR,puuB,		GO:0006598,GO:0009445,
GO:0032462	regulation of protein homooligomerization	patZ,	GO:0032464,GO:1901093,GO:0032463,	GO:0032459,
GO:0051781	positive regulation of cell division	pbpC,	GO:2001043,GO:0032467,GO:1904677,GO:0044864,GO:0045770,GO:0045782,	GO:0048522,GO:0051302,
GO:0006378	mRNA polyadenylation	rpsO,pcnB,	GO:0097222,	GO:0043631,GO:0031124,
GO:0043631	RNA polyadenylation	pcnB,	GO:0043629,GO:0039698,GO:0006378,	GO:0016070,
GO:0048870	cell motility	pdeH,ypdB,recA,plaP,tsr,	GO:0097230,GO:0016477,GO:0071975,GO:0021805,GO:0097231,GO:0070358,GO:0097722,GO:0090247,GO:0043107,GO:0001539,GO:0021814,GO:0071976,GO:0003411,	GO:0006928,GO:0040011,
GO:0052653	3',5'-cyclic diguanylic acid metabolic process	pdeK,		GO:0052652,GO:0009152,
GO:0010608	posttranscriptional regulation of gene expression	pdeR,proQ,	GO:1904739,GO:0016441,GO:0010609,GO:0006417,GO:0043487,	GO:0010468,
GO:0031280	negative regulation of cyclase activity	pdeR,	GO:0007194,GO:0031283,	GO:0031279,GO:0043086,
GO:0009443	pyridoxal 5'-phosphate salvage	pdxY,pdxH,pdxK,	GO:0010144,	GO:0042823,GO:0043094,
GO:0042816	vitamin B6 metabolic process	pdxH,	GO:0042819,GO:0042818,GO:0042820,GO:0008614,GO:0042817,	GO:0044763,GO:0072524,GO:0006767,
GO:0042817	pyridoxal metabolic process	pdxY,	GO:0042821,	GO:0042816,GO:0006081,GO:1901615,GO:0006725,
GO:0042819	vitamin B6 biosynthetic process	pdxY,	GO:0042821,GO:0008615,	GO:0072525,GO:0042364,GO:0042816,
GO:0043171	peptide catabolic process	pepQ,pepD,pepT,pepN,pepA,pepB,	GO:2001309,GO:0010815,GO:0009050,GO:0010813,GO:0050762,GO:1901123,GO:0030652,GO:0042859,GO:0006751,GO:1901102,GO:0010816,GO:1900804,GO:0002005,	GO:0044248,GO:1901565,GO:0006518,
GO:0006518	peptide metabolic process	pepT,	GO:0050822,GO:0043043,GO:0042857,GO:0006465,GO:0050435,GO:0016486,GO:2001308,GO:1901101,GO:0030650,GO:1901122,GO:0035498,GO:0043171,GO:0043705,GO:0006749,GO:1900803,GO:0050761,GO:0031168,GO:0046937,GO:0031179,	GO:0043603,GO:1901564,
GO:0006002	fructose 6-phosphate metabolic process	pfkA,	GO:0061619,GO:0036008,GO:0061611,	GO:1901135,GO:0019637,GO:0006796,
GO:0044275	cellular carbohydrate catabolic process	pfkA,	GO:0019405,GO:0061678,GO:0051692,GO:0044247,GO:0019391,GO:0046176,GO:0046352,GO:0019310,	GO:0044248,GO:0044262,GO:0016052,
GO:0061615	glycolytic process through fructose-6-phosphate	pfkB,pfkA,	GO:0061620,GO:0061619,GO:0061616,	GO:0006096,
GO:0018307	enzyme active site formation	pflA,	GO:0018333,GO:0050987,GO:0046894,GO:0018331,GO:0051115,GO:0018330,GO:0018328,GO:0018323,GO:0018320,GO:0045427,GO:0018324,GO:0018327,GO:0050991,GO:0018325,GO:0018248,GO:0018326,GO:0018329,GO:0018334,GO:0051113,GO:0018192,GO:0018332,GO:0018443,	GO:0006464,
GO:0098732	macromolecule deacylation	pgaB,	GO:0098734,GO:0035601,	GO:0043412,
GO:0019388	galactose catabolic process	pgm,	GO:0033499,GO:0033498,GO:1901357,GO:0061623,	GO:0019320,GO:0006012,
GO:0009395	phospholipid catabolic process	pgpB,pgpC,pgpA,	GO:1901948,GO:0006685,GO:1902247,GO:0046475,GO:0045339,GO:1905372,GO:0051874,	GO:0044242,GO:0006644,GO:0046434,
GO:0032026	response to magnesium ion	pgpA,	GO:0071286,	GO:0010038,
GO:0046839	phospholipid dephosphorylation	pgpA,	GO:0046856,	GO:0016311,GO:0030258,
GO:0006571	tyrosine biosynthetic process	tyrB,pheA,tyrA,	GO:1900830,GO:0019292,GO:0019293,GO:0033584,	GO:0006570,GO:1901607,GO:0009095,
GO:0046417	chorismate metabolic process	pheA,tyrA,	GO:0032150,GO:0019292,GO:0009423,GO:0033585,GO:0033584,GO:0033586,	GO:0043648,
GO:0006432	phenylalanyl-tRNA aminoacylation	pheT,pheS,	GO:0070156,	GO:0006418,
GO:0015716	organic phosphonate transport	phnF,phnD,phnO,phnC,phnG,	GO:0042916,	GO:0071702,GO:0044765,
GO:0015748	organophosphate ester transport	phnC,	GO:0015717,GO:0033271,GO:0030974,GO:0070811,GO:0006862,GO:0015794,GO:0015914,GO:0001407,GO:0015712,	GO:0071702,GO:0044765,
GO:0042916	alkylphosphonate transport	phnD,phnE_1,phnJ,phnC,		GO:0015716,
GO:0019634	organic phosphonate metabolic process	phnI,phnH,phnN,phnG,	GO:0032923,GO:0033051,GO:0019700,	GO:0019637,
GO:0019700	organic phosphonate catabolic process	phnK,phnI,phnM,phnH,phnJ,phnL,phnG,phnP,		GO:0019634,GO:0046434,
GO:0017189	N-terminal peptidyl-alanine acetylation	phnO,rimI,		GO:0006474,GO:0018194,
GO:0033051	aminophosphonate metabolic process	phnO,		GO:0019634,GO:1901564,
GO:0006817	phosphate ion transport	phoR,pstS,pstA,pitB,phoU,phoB,pitA,pstB,pstC,	GO:0044341,GO:0035435,GO:0007037,	GO:0015698,
GO:0001558	regulation of cell growth	phoU,prlF,	GO:0030308,GO:0061050,GO:1903859,GO:0001560,GO:0030307,GO:0061388,GO:1903041,GO:0061387,GO:0051510,GO:2000220,GO:1902890,GO:0061389,	GO:0051128,GO:0040008,
GO:0030643	cellular phosphate ion homeostasis	phoU,		GO:0072502,GO:0055062,
GO:0032413	negative regulation of ion transmembrane transporter activity	phoU,	GO:2000687,GO:1905272,GO:1904782,GO:1905376,GO:0010360,GO:1901017,GO:0045831,GO:2001258,GO:2000650,GO:1903049,GO:1901020,GO:1902160,	GO:0032412,GO:0034766,GO:0032410,
GO:0045936	negative regulation of phosphate metabolic process	phoU,	GO:0070617,GO:1903726,GO:1900969,GO:0035305,GO:0045980,GO:0042326,GO:0010920,	GO:0019220,GO:0010563,
GO:0071467	cellular response to pH	phoU,	GO:0071469,GO:0036244,GO:0071468,	GO:0009268,GO:0071214,
GO:2000186	negative regulation of phosphate transmembrane transport	phoU,		GO:2000185,GO:1903796,
GO:0009056	catabolic process	php,	GO:1901903,GO:0044035,GO:1901575,GO:1901050,GO:1901765,GO:0044712,GO:0044248,GO:0034638,GO:0042447,GO:1902062,	GO:0008152,
GO:1901684	arsenate ion transmembrane transport	pitA,		GO:0098656,
GO:0015847	putrescine transport	potG,potE,puuP,plaP,potF,potA,potI,potH,		GO:0015846,
GO:0044255	cellular lipid metabolic process	plsB,	GO:0006490,GO:0006638,GO:0008653,GO:0006720,GO:0046505,GO:0046486,GO:0008204,GO:0030258,GO:0006643,GO:0046485,GO:0044242,GO:0006631,GO:0006644,GO:0097384,	GO:0044763,GO:0044237,GO:0006629,
GO:0006644	phospholipid metabolic process	plsX,ygiH,	GO:0006668,GO:0033519,GO:0033385,GO:0008654,GO:0046376,GO:0046493,GO:0050993,GO:0006684,GO:0009395,GO:0036103,GO:1901947,GO:0046465,GO:1901759,GO:0046490,GO:0036107,GO:0006650,GO:1905371,GO:0006673,GO:0045338,GO:0033383,	GO:0019637,GO:0044255,GO:0006796,
GO:0019357	nicotinate nucleotide biosynthetic process	pncB,	GO:0019358,GO:0019356,	GO:0019363,GO:0046497,
GO:0006740	NADPH regeneration	pntA,pntB,	GO:0009780,	GO:0006739,GO:0055114,
GO:0034258	nicotinamide riboside transport	pnuC,		GO:0015858,
GO:0015846	polyamine transport	potC,potB,potF,ydcS,potD,potA,	GO:0015848,GO:1902047,GO:0015847,GO:0000296,GO:1905122,	GO:0071702,GO:0071705,GO:0044765,
GO:1902047	polyamine transmembrane transport	potC,potG,potB,potD,potA,	GO:1903710,GO:1903711,	GO:0055085,GO:0015846,
GO:1903352	L-ornithine transmembrane transport	potE,	GO:0097640,GO:1990575,GO:0089706,	GO:1902475,
GO:0042867	pyruvate catabolic process	poxB,	GO:0019657,	GO:0072329,GO:0006090,
GO:0006796	phosphate-containing compound metabolic process	ppa,	GO:0061729,GO:0016310,GO:0043545,GO:2001058,GO:0018952,GO:0006002,GO:0061721,GO:2001060,GO:0042357,GO:0051167,GO:0051156,GO:2001289,GO:0061610,GO:0019692,GO:0019682,GO:0006753,GO:0006003,GO:0019693,GO:0019255,GO:2001115,GO:0019283,GO:0052863,GO:0019574,GO:0052646,GO:0010144,GO:0016311,GO:0035998,GO:1901369,GO:0061720,GO:0070408,GO:0043647,GO:0006644,GO:0018425,GO:0006599,GO:0030388,	GO:0006793,
GO:0006107	oxaloacetate metabolic process	ppc,	GO:0019617,GO:0019554,GO:0019266,	GO:0043648,
GO:0015977	carbon fixation	ppc,	GO:0009761,GO:0019643,GO:0009760,GO:0030634,GO:0043427,	GO:0044710,GO:0071704,
GO:0006757	ATP generation from ADP	ppk,	GO:0061722,GO:0006096,	GO:0046034,GO:0046031,GO:0006165,GO:0006091,
GO:0006799	polyphosphate biosynthetic process	ppk,		GO:0006797,GO:0044711,GO:0044249,
GO:0051338	regulation of transferase activity	ppsR,	GO:1903932,GO:1903622,GO:1904245,GO:1900259,GO:0051348,GO:1904220,GO:1902395,GO:1904217,GO:1902769,GO:1901664,GO:0051438,GO:1904226,GO:0051972,GO:2000465,GO:2000983,GO:1904223,GO:1900262,GO:0051347,GO:1903302,GO:1903182,GO:0043549,GO:1904939,	GO:0050790,
GO:0006798	polyphosphate catabolic process	ppx,		GO:0044248,GO:0006797,GO:0044712,
GO:0006928	movement of cell or subcellular component	yehP,preA,ymfA,ydcZ,ybiA,ydgA,yqaA,yfgJ,yneE,	GO:0030048,GO:0007018,GO:0048870,GO:0097485,	GO:0044763,
GO:0006449	regulation of translational termination	prfC,	GO:1990580,GO:0045905,GO:0045904,	GO:0043244,GO:0006417,
GO:0006302	double-strand break repair	recF,priA,ybjD,recB,radD,recD,recN,recC,	GO:0045002,GO:1990918,GO:0097551,GO:0000724,GO:0006303,	GO:0006281,
GO:0010332	response to gamma radiation	priA,	GO:0071480,	GO:0010212,
GO:0006222	UMP biosynthetic process	prkB,pyrF,yggC,pyrD,	GO:0044205,GO:0044206,	GO:0046132,GO:0009220,GO:0046049,GO:0009174,
GO:0043097	pyrimidine nucleoside salvage	prkB,udk,yggC,upp,	GO:0006238,GO:0043099,GO:0006236,GO:0044211,GO:0044206,	GO:0046134,GO:0043174,GO:0008655,
GO:0018012	N-terminal peptidyl-alanine trimethylation	prmA,		GO:0018011,
GO:0018023	peptidyl-lysine trimethylation	prmA,	GO:0034773,GO:0036124,GO:0097198,GO:0080182,	GO:0018022,
GO:0018364	peptidyl-glutamine methylation	prmB,prmC,	GO:0018361,GO:1990258,	GO:0006479,
GO:0006561	proline biosynthetic process	proA,proC,proB,putA,	GO:0055129,GO:0019492,	GO:0008652,GO:0009084,GO:0006560,
GO:0055129	L-proline biosynthetic process	proA,proC,proB,		GO:0006561,
GO:0015824	proline transport	proP,putP,		GO:0046942,GO:0015804,
GO:0042538	hyperosmotic salinity response	proP,	GO:0071475,	GO:0006972,GO:0009651,
GO:0051050	positive regulation of transport	proQ,	GO:1900326,GO:1903337,GO:0034764,GO:0031340,GO:1900293,GO:0032411,GO:0045807,GO:1902910,GO:1900359,GO:1902805,GO:1900287,GO:1902009,GO:1901548,GO:0032241,GO:1900362,GO:1901030,GO:1900296,GO:0090372,GO:1903774,GO:1902345,GO:1900305,GO:0032388,GO:0010828,GO:0051590,GO:0051628,GO:1900323,GO:2000809,GO:1900329,GO:0051954,GO:1904300,GO:0043270,GO:0051623,GO:1905367,GO:1900299,GO:2000878,GO:0032370,GO:2001153,GO:0032892,GO:0035540,GO:1900302,GO:1904480,GO:1901041,GO:0051222,GO:0051047,	GO:0048518,GO:0051049,
GO:0006433	prolyl-tRNA aminoacylation	proS,	GO:0070157,	GO:0006418,
GO:0019679	propionate metabolic process, methylcitrate cycle	prpC,prpD,		GO:0019541,
GO:0009156	ribonucleoside monophosphate biosynthetic process	prs,purL,	GO:0009168,GO:0009398,GO:0009174,	GO:0009124,GO:0009161,
GO:0006646	phosphatidylethanolamine biosynthetic process	psd,	GO:0006647,GO:0006648,	GO:0046337,GO:0046474,
GO:0009271	phage shock	pspG,pspD,pspA,pspB,		GO:0006950,GO:0098586,
GO:0001522	pseudouridine synthesis	truD,truA,truB,rluB,rluE,rluA,truC,psuG,rluC,rluD,rsuA,rluF,	GO:0031120,GO:0031119,GO:0031118,GO:1990481,	GO:0009451,
GO:0046113	nucleobase catabolic process	psuG,	GO:0006145,GO:0006208,	GO:1901361,GO:0009112,GO:1901565,GO:0044712,GO:0046700,
GO:0070689	L-threonine catabolic process to propionate	tdcA,tdcD,pta,tdcF,tdcG,tdcE,tdcB,		GO:0006567,GO:0019541,
GO:0015758	glucose transport	setB,ptsG,setA,	GO:0035623,GO:0046323,GO:0001951,GO:1904659,	GO:0008645,
GO:1904659	glucose transmembrane transport	ptsG,	GO:0098708,	GO:0015758,GO:0035428,
GO:0045819	positive regulation of glycogen catabolic process	ptsH,		GO:0005981,GO:0070875,GO:0031331,
GO:0032147	activation of protein kinase activity	ptsN,	GO:0032148,GO:0032111,GO:0007171,GO:0000187,GO:0007250,GO:1990051,GO:0000185,GO:0042976,GO:0034199,GO:0000186,	GO:0045860,
GO:0032412	regulation of ion transmembrane transporter activity	ptsN,	GO:0016061,GO:2000310,GO:2000686,GO:1903048,GO:0010359,GO:2000649,GO:0010849,GO:1905271,GO:2000312,GO:1902159,GO:1901019,GO:2000311,GO:2001257,GO:1901016,GO:0032414,GO:1904959,GO:0032413,	GO:0022898,GO:0034765,
GO:0044208	'de novo' AMP biosynthetic process	purA,purB,		GO:0006167,
GO:0046040	IMP metabolic process	purA,	GO:0006204,GO:0006188,GO:0006201,	GO:0009150,GO:0009167,
GO:0046086	adenosine biosynthetic process	purA,	GO:0006169,	GO:0046085,GO:0046129,
GO:0006188	IMP biosynthetic process	purB,	GO:0032264,GO:0006189,	GO:0046040,GO:0009152,GO:0009168,
GO:0006189	'de novo' IMP biosynthetic process	purN,purD,purH,purB,purE,purK,purT,purM,purU,purC,purL,purF,		GO:0006188,
GO:0009152	purine ribonucleotide biosynthetic process	purT,purU,purB,	GO:0046711,GO:0006172,GO:0006754,GO:0050428,GO:0046708,GO:0006177,GO:0015973,GO:0019361,GO:0097293,GO:0015970,GO:0046042,GO:0006171,GO:0015937,GO:0006182,GO:0006167,GO:0006188,GO:0052653,GO:0006183,	GO:0009260,GO:0009150,GO:0006164,
GO:0046084	adenine biosynthetic process	purT,purC,purK,	GO:0006168,	GO:0046083,GO:0009113,
GO:0009113	purine nucleobase biosynthetic process	purD,purF,	GO:0046101,GO:0046111,GO:0046084,GO:0043096,GO:0046099,	GO:0046112,GO:0046148,GO:0006144,GO:0072522,
GO:0006560	proline metabolic process	putA,	GO:0042459,GO:0006561,GO:0019466,GO:0006562,GO:0042458,GO:0019493,	GO:0009064,GO:0006520,
GO:0010133	proline catabolic process to glutamate	putA,		GO:0006536,GO:0006562,
GO:0015912	short-chain fatty acid transport	putP,	GO:0015730,	GO:0015908,
GO:0035524	proline transmembrane transport	putP,	GO:1904555,	GO:0003333,
GO:0044210	'de novo' CTP biosynthetic process	pyrH,pyrG,		GO:0006241,
GO:0002099	tRNA wobble guanine modification	queA,tgt,		GO:0002097,
GO:0000725	recombinational repair	ssb,sbcC,ruvC,ruvA,ruvB,radA,	GO:0097552,GO:0036298,GO:0000724,GO:1990396,	GO:0006281,GO:0006310,
GO:0009411	response to UV	yhbO,recF,recR,radD,	GO:0034644,GO:0010225,GO:0009650,GO:0043478,GO:0010224,GO:0070141,GO:0009589,	GO:0009416,
GO:0048518	positive regulation of biological process	rapZ,	GO:1900454,GO:0045848,GO:1903829,GO:0048520,GO:0040017,GO:1905099,GO:0045883,GO:1905339,GO:1904181,GO:0045927,GO:2000199,GO:0031343,GO:1904704,GO:1904912,GO:0051240,GO:0009893,GO:0023056,GO:0045760,GO:0032846,GO:1904874,GO:0048087,GO:1900237,GO:1904582,GO:0051919,GO:2000327,GO:1903666,GO:1902887,GO:0043902,GO:0045785,GO:0010884,GO:0048522,GO:0051091,GO:2000243,GO:0051050,GO:1900273,GO:1904915,GO:0045949,GO:1904951,GO:1902474,GO:1900048,GO:0002684,GO:1905257,GO:1902632,GO:0042753,GO:0048584,GO:0051094,GO:1900097,GO:0044089,	GO:0050789,
GO:0006364	rRNA processing	rnc,rsmH,rlmL,rsmB,rsmI,rlmG,rsmC,rng,rlmH,rluB,rlmF,rlmI,rsmA,rluD,ybeY,rsmJ,rimM,tsaC,rsmG,rnr,rluE,rlmA,rlmD,rlmB,rluC,rlmE,rbfA,rlmJ,rluF,rlmM,rlmN,rnb,rluA,rsmF,rlmC,rsmE,rsuA,rsmD,rne,	GO:0031125,GO:1901259,GO:0000475,GO:0000967,GO:0000154,GO:0000470,GO:0000476,GO:0000481,GO:0000460,GO:1990417,GO:0030490,	GO:0034470,GO:0016072,
GO:0030490	maturation of SSU-rRNA	rimM,rbfA,ybeY,	GO:0000462,GO:0002109,GO:0000489,GO:0000474,	GO:0006364,
GO:0034414	tRNA 3'-trailer cleavage, endonucleolytic	rbn,	GO:0072684,GO:1902375,	GO:0042779,GO:0090502,
GO:0042779	tRNA 3'-trailer cleavage	rbn,	GO:0034414,GO:0034415,	GO:0042780,GO:0090501,
GO:0015752	D-ribose transport	xylG,xylF,rbsA,xylH,		GO:0015750,
GO:0019303	D-ribose catabolic process	rbsD,rbsK,		GO:0019323,GO:0006014,
GO:0006014	D-ribose metabolic process	rpiA,yegV,yihV,ydjH,rbsK,	GO:0019303,GO:0019302,	GO:0019321,
GO:1901530	response to hypochlorite	rclC,rclB,rclA,		GO:1901700,GO:0010035,
GO:0090347	regulation of cellular organohalogen metabolic process	rclR,	GO:0090349,GO:0090348,	GO:0031323,
GO:0032025	response to cobalt ion	rcnB,rcnA,	GO:0071279,	GO:0010038,
GO:0035434	copper ion transmembrane transport	zupT,rcnA,	GO:0015678,GO:0015679,GO:0060003,	GO:0098662,GO:0006825,
GO:0035784	nickel cation homeostasis	rcnA,	GO:0035785,	GO:0055076,GO:0072507,
GO:1901652	response to peptide	rcnB,yaiW,yjjB,	GO:0032495,GO:1901653,GO:0072716,GO:0043434,GO:1903967,GO:1905237,GO:1904645,GO:1904975,GO:0046678,GO:1901370,	GO:1901700,GO:0010243,
GO:0035556	intracellular signal transduction	rcsF,	GO:0038061,GO:0072395,GO:0035329,GO:0002753,GO:0097696,GO:0043491,GO:0072331,GO:0007227,GO:0000160,GO:0019932,GO:0089700,GO:0035424,GO:0007264,GO:0097193,GO:0031098,GO:0048017,GO:1905427,GO:0000165,GO:0031929,GO:0010737,GO:0070528,GO:0039585,GO:0007249,GO:0042770,GO:0038008,GO:2000803,	GO:0007165,
GO:0009143	nucleoside triphosphate catabolic process	rdgB,	GO:0009146,GO:0009204,GO:0009203,GO:0009149,	GO:0009141,GO:1901292,
GO:0000730	DNA recombinase assembly	recA,	GO:0034624,GO:0000707,	GO:0065004,
GO:0006312	mitotic recombination	recA,	GO:0000722,GO:1903211,GO:0007534,	GO:0006310,
GO:0042148	strand invasion	recA,	GO:0000708,GO:0034636,	GO:0006259,
GO:0000724	double-strand break repair via homologous recombination	recB,recN,recD,recC,	GO:1990414,GO:0000727,GO:0045003,	GO:0006302,GO:0000725,
GO:0044355	clearance of foreign intracellular DNA	recB,recC,	GO:0044356,GO:0009307,	GO:0099046,
GO:0043150	DNA synthesis involved in double-strand break repair via homologous recombination	recT,		GO:0000731,
GO:0006282	regulation of DNA repair	recX,	GO:0032423,GO:1900404,GO:0045738,GO:1904331,GO:1905051,GO:1903516,GO:0045739,GO:2000819,GO:2000779,	GO:0051052,GO:2001020,
GO:0015969	guanosine tetraphosphate metabolic process	relA,spoT,	GO:0015971,GO:0015970,	GO:0009150,GO:1901068,GO:0034035,
GO:0044787	bacterial-type DNA replication	rep,		GO:0044786,
GO:0001124	transcription elongation from bacterial-type RNA polymerase promoter	rfaH,		GO:0006354,
GO:0009243	O antigen biosynthetic process	rffH,rfbB,rfbD,rfbA,rfbX,rfe,rfbC,		GO:0033692,GO:0046402,
GO:0019305	dTDP-rhamnose biosynthetic process	rfbB,rfbD,rfbA,rfbC,		GO:0009226,GO:0046383,
GO:0009226	nucleotide-sugar biosynthetic process	rfbB,	GO:0033480,GO:0033468,GO:0019306,GO:0033358,GO:0006065,GO:0006048,GO:0019305,GO:0019308,GO:0033472,GO:0033352,GO:2001315,GO:0009298,GO:0019277,GO:0042350,GO:0052574,GO:0006055,GO:0033320,GO:0097171,	GO:0034654,GO:0009225,GO:1901137,
GO:0009246	enterobacterial common antigen biosynthetic process	rffH,wzxE,rffC,rffG,wzzE,rffA,rffM,rffT,wecB,wecC,wzyE,wecH,rfe,		GO:0033692,GO:1901137,GO:0046378,
GO:0044038	cell wall macromolecule biosynthetic process	rfe,	GO:0031506,GO:0009252,GO:0050845,GO:0070592,GO:0019350,GO:0071768,	GO:0044036,GO:0070589,
GO:0036065	fucosylation	rffT,	GO:0036071,GO:0036066,	GO:0070085,
GO:0019299	rhamnose metabolic process	rhaB,rhaS,rhaR,rhaA,rhaM,rhaD,	GO:0019300,GO:0019301,	GO:0019318,
GO:0008645	hexose transport	rhaT,	GO:0035428,GO:0015762,GO:0015754,GO:0015755,GO:0015758,GO:1903258,GO:0015756,GO:0015757,GO:0015761,	GO:0015749,
GO:0015762	rhamnose transport	rhaT,		GO:0008645,
GO:0097264	self proteolysis	rhsA,rhsC,rhsD,ylbH,yibJ,rhsB,	GO:1990092,GO:1990091,	GO:0006508,
GO:0015826	threonine transport	sstT,tdcC,rhtA,		GO:0046942,GO:0015804,
GO:0042968	homoserine transport	rhtB,		GO:0046942,GO:0015804,
GO:0009231	riboflavin biosynthetic process	yigB,ribB,ribA,ribC,ribE,ybjI,ribD,ribF,		GO:0042364,GO:0006771,GO:0042727,
GO:0006747	FAD biosynthetic process	ribF,		GO:0072388,GO:0046443,
GO:0009398	FMN biosynthetic process	ribF,		GO:0009260,GO:0046444,GO:0009108,GO:0042727,GO:0009156,
GO:0046133	pyrimidine ribonucleoside catabolic process	rihA,rihB,	GO:0046706,GO:0046052,GO:0006256,GO:0006248,GO:0006218,GO:0006254,GO:0006216,GO:0046050,	GO:0042454,GO:0046135,GO:0046131,
GO:0042454	ribonucleoside catabolic process	rihC,	GO:0046117,GO:0046130,GO:0046133,	GO:0009164,GO:0009119,
GO:0018410	C-terminal protein amino acid modification	rimK,	GO:0035609,GO:0006501,GO:0018166,GO:0006481,GO:0018033,	GO:0043687,
GO:0017198	N-terminal peptidyl-serine acetylation	rimL,		GO:0030920,GO:0006474,GO:0018209,
GO:0000028	ribosomal small subunit assembly	rsmA,rimP,rimM,rpsG,rpsP,rpsS,		GO:0022618,
GO:0018339	peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid	ycaO,rimO,		GO:0018197,GO:0018198,
GO:0070475	rRNA base methylation	rsmJ,rsmG,rlmD,rlmA,rsmH,rlmL,rsmB,rlmJ,rlmG,rsmC,rlmH,rlmN,rsmF,rlmI,rlmF,rsmA,rlmC,rsmE,rsmD,	GO:0070476,	GO:0031167,
GO:0000453	enzyme-directed rRNA 2'-O-methylation	rlmM,rlmB,yfiF,rlmE,rsmI,		GO:0000451,
GO:0016070	RNA metabolic process	symE,rnb,rlmC,rnr,	GO:0006396,GO:0000959,GO:0034337,GO:0043631,GO:0032774,GO:0009451,GO:0080188,GO:0006272,GO:0006401,GO:0090501,GO:0039688,GO:0042245,GO:0000378,GO:0070525,GO:0006273,GO:0039703,GO:0010501,GO:0016071,GO:0034660,	GO:0044260,GO:0090304,
GO:0031167	rRNA methylation	rsmJ,rlmH,rlmD,rlmI,rlmC,rlmL,rsmD,rsmB,rlmG,rsmC,	GO:0000456,GO:0070475,GO:0000451,	GO:0000154,GO:0001510,
GO:0001510	RNA methylation	trmL,rlmE,	GO:0030488,GO:1990744,GO:0080009,GO:0036265,GO:0031167,GO:1990437,GO:0036261,GO:0061715,	GO:0009451,GO:0043414,
GO:0070476	rRNA (guanine-N7)-methylation	rlmL,rsmG,		GO:0070475,GO:0036265,
GO:0031118	rRNA pseudouridine synthesis	rluA,	GO:0000455,GO:0000454,	GO:0000154,GO:0001522,
