# From ~/gensor_units/perl_scripts/GOs_in_GUs.pl on Fri Sep 30 09:59:04 2016
# Input = ~/gensor_units/datasets/GOs_Pathways_in_GENSORUnits/GOs_table.txt ~/gensor_units/datasets/GOs_Pathways_in_GENSORUnits/TF_genes.txt 
GU	GO ID	Genes in overlap
IscR	GO:0006113	hyaA,hyaC,hyaB,
IscR	GO:0008033	iscS,
IscR	GO:0018131	iscS,
IscR	GO:0031119	iscS,
IscR	GO:0044571	iscU,iscS,
IscR	GO:0001887	sufS,
IscR	GO:0006534	sufS,
IscR	GO:0006777	napA,
IscR	GO:0042128	napA,
IscR	GO:0051224	napD,
IscR	GO:0097428	iscU,iscA,sufA,erpA,nfuA,
IscR	GO:0008152	nrdE,
IscR	GO:0015949	nrdE,
IscR	GO:0006260	nrdE,nrdF,
IscR	GO:0009263	nrdF,nrdE,
IscR	GO:0009186	nrdF,
IscR	GO:0090305	rnlA,
IscR	GO:0090502	rnlA,
IscR	GO:0006402	rnlA,
IscR	GO:0051604	erpA,nfuA,
IscR	GO:0009060	erpA,
IscR	GO:0045454	nrdH,
IscR	GO:0051353	nrdH,
IscR	GO:0006879	iscU,
IscR	GO:0060702	rnlB,
IscR	GO:0006351	iscR,
IscR	GO:0006355	iscR,
IscR	GO:0015976	nfuA,
IscR	GO:0010106	nfuA,
KdgR	GO:0008152	edd,eda,
KdgR	GO:0009255	edd,
KdpE	GO:0006810	kdpA,kdpF,kdpC,kdpB,
KdpE	GO:0006811	kdpB,kdpC,kdpF,kdpA,
KdpE	GO:0006813	kdpB,kdpA,kdpC,kdpF,
KdpE	GO:0071805	kdpB,kdpA,kdpC,kdpF,
KdpE	GO:0043462	kdpF,
KdpE	GO:0008152	kdpB,
LacI	GO:0008152	lacZ,
LacI	GO:0005975	lacZ,
LacI	GO:0005990	lacZ,
LacI	GO:0006810	lacY,
LacI	GO:0055085	lacY,
LacI	GO:0015992	lacY,
LacI	GO:0008643	lacY,
LacI	GO:0015767	lacY,
LacI	GO:0005989	lacA,
LeuO	GO:0006810	bglF,
LeuO	GO:0016310	bglF,
LeuO	GO:0008643	bglF,
LeuO	GO:0009401	bglF,
LeuO	GO:0034219	bglF,
LeuO	GO:0006351	bglG,leuO,cadC,bglJ,yjjQ,
LeuO	GO:0006355	bglG,leuO,cadC,bglJ,yjjQ,
LeuO	GO:0045893	cadC,bglJ,bglG,
LeuO	GO:0008652	leuD,leuB,leuL,leuA,leuC,
LeuO	GO:0009082	leuL,leuA,leuD,leuC,leuB,
LeuO	GO:0009098	leuB,leuL,leuA,leuD,leuC,
LeuO	GO:0031556	leuL,
LeuO	GO:0019752	leuA,
LeuO	GO:0008152	leuC,leuD,bglB,
LeuO	GO:0051607	casB,casE,casA,casD,cas1,cas2,casC,
LeuO	GO:0006281	cas1,
LeuO	GO:0006974	cas1,
LeuO	GO:0043571	cas1,cas2,
LeuO	GO:0090305	cas1,cas2,casE,
LeuO	GO:0055114	leuB,
LeuO	GO:0034198	leuB,
LeuO	GO:0006396	casE,
LeuO	GO:0090502	casE,
LeuO	GO:0051595	yjjQ,
LeuO	GO:0005975	bglB,
LeuO	GO:0000160	cadC,
LexA	GO:0017148	yafO,
LexA	GO:0006281	yafO,umuC,recX,lexA,umuD,yafN,ruvA,phr,sulA,ruvB,yafP,recN,dinB,dinI,dinG,polB,uvrA,uvrD,recA,recB,recD,cho,yebG,uvrB,ssb,uvrC,
LexA	GO:0006974	yafO,recX,lexA,umuD,sulA,insK,ydjM,dinD,recN,dinB,symE,dinI,ybfE,tisB,uvrD,recB,recD,cho,uvrB,umuC,sbmC,yafN,ruvA,phr,hokE,ruvB,dinQ,yafP,dinG,polB,uvrA,recA,ssb,uvrC,
LexA	GO:0090305	yafO,yafQ,symE,polB,uvrA,recB,recD,cho,uvrB,uvrC,
LexA	GO:0090502	yafO,symE,yafQ,
LexA	GO:0009432	yafO,symE,sulA,dinI,umuC,recX,dinG,ydjM,ruvB,tisB,polB,uvrA,yafP,cho,dinD,yebG,uvrD,lexA,uvrB,umuD,ssb,yafN,recA,uvrC,recN,ruvA,dinB,
LexA	GO:0006402	symE,yafQ,
LexA	GO:0016070	symE,
LexA	GO:0006412	rpsU,
LexA	GO:0006810	ftsW,
LexA	GO:0008360	ftsW,ftsA,murC,mraY,murG,murE,murD,murF,ddlB,ftsI,
LexA	GO:0009252	ftsW,murC,mraY,murG,murE,murD,murF,ddlB,ftsI,
LexA	GO:0071555	murG,murE,murD,murF,ftsI,ftsW,murC,mraY,ddlB,
LexA	GO:0051301	murG,murE,murD,murF,ftsL,sulA,ftsI,ftsQ,ftsW,ftsA,murC,mraY,ftsZ,ftsK,
LexA	GO:0043093	ftsW,ftsZ,ftsL,ftsQ,
LexA	GO:0015836	ftsW,
LexA	GO:0000012	umuC,
LexA	GO:0043086	recX,
LexA	GO:0006282	recX,
LexA	GO:0009058	murC,murE,murD,murF,
LexA	GO:0006355	dinJ,umuD,uvrY,ybfE,yafQ,lexA,rpoD,yafN,
LexA	GO:0006629	lpxC,
LexA	GO:0009245	lpxC,
LexA	GO:0006139	dinG,
LexA	GO:0006310	ruvA,insK,ruvB,recN,dinG,recA,recB,recD,ssb,
LexA	GO:0032508	uvrD,dinG,recB,ruvA,recD,ruvB,
LexA	GO:0006351	dinJ,uvrY,yafQ,lexA,rpoD,yafN,
LexA	GO:0046677	yafQ,ftsI,
LexA	GO:0044010	yafQ,dinJ,
LexA	GO:0006415	yafQ,
LexA	GO:0030259	murG,
LexA	GO:0022611	tisB,
LexA	GO:0098656	tisB,
LexA	GO:0006261	polB,dinB,
LexA	GO:0071897	polB,umuD,
LexA	GO:0045004	polB,
LexA	GO:2000143	dinJ,
LexA	GO:0006289	uvrB,uvrA,uvrC,uvrD,
LexA	GO:2000104	sbmC,
LexA	GO:2000372	sbmC,
LexA	GO:0051260	uvrD,
LexA	GO:0006260	uvrD,lexA,dnaG,ssb,dinB,
LexA	GO:0006298	uvrD,ssb,
LexA	GO:0006268	uvrD,
LexA	GO:0031297	uvrD,
LexA	GO:0070581	uvrD,
LexA	GO:0045892	lexA,
LexA	GO:0006508	lexA,umuD,ptrA,
LexA	GO:0006352	rpoD,
LexA	GO:0010468	rpoD,
LexA	GO:0009408	rpoD,
LexA	GO:0001123	rpoD,
LexA	GO:0044092	yafN,
LexA	GO:0010212	recA,
LexA	GO:0006259	recA,
LexA	GO:0048870	recA,
LexA	GO:0000730	recA,
LexA	GO:0006312	recA,
LexA	GO:0042148	recA,
LexA	GO:0000725	ssb,ruvA,ruvB,
LexA	GO:0018298	phr,
LexA	GO:0000917	sulA,ftsZ,ftsQ,
LexA	GO:0051782	sulA,
LexA	GO:0032466	sulA,
LexA	GO:0008152	ftsI,ftsZ,
LexA	GO:0051258	ftsZ,
LexA	GO:0016485	ptrA,
LexA	GO:0006855	dinF,
LexA	GO:0015074	insK,
LexA	GO:0032196	insK,
LexA	GO:0006269	dnaG,
LexA	GO:0045893	ftsK,
LexA	GO:0071236	ftsK,
LexA	GO:0006970	ftsK,
LexA	GO:0007059	ftsK,
LexA	GO:0000920	ftsK,
LexA	GO:0043085	ssb,ftsK,
LexA	GO:0009651	ftsK,
LexA	GO:0051607	recB,recD,
LexA	GO:0006302	recB,recD,recN,
LexA	GO:0000724	recB,recN,recD,
LexA	GO:0044355	recB,
LexA	GO:0042493	ftsI,
LexA	GO:0000160	uvrY,
LexA	GO:0000731	dinB,
LexA	GO:0019985	dinB,
LldR	GO:0006351	lldR,
LldR	GO:0006355	lldR,
LldR	GO:0006974	lldR,lldP,
LldR	GO:0044010	lldR,
LldR	GO:0045990	lldR,
LldR	GO:0006810	lldP,
LldR	GO:0015992	lldP,
LldR	GO:0035873	lldP,
LldR	GO:0055114	lldD,
LldR	GO:0009061	lldD,
LldR	GO:0042355	lldD,
LldR	GO:0009060	lldD,
LldR	GO:0006089	lldD,
LldR	GO:0019516	lldD,
LrhA	GO:0006351	flhD,fimE,lrhA,flhC,
LrhA	GO:0006355	flhD,fimE,lrhA,flhC,
LrhA	GO:0006310	fimE,
LrhA	GO:0015074	fimE,
LrhA	GO:0045893	flhD,flhC,lrhA,
LrhA	GO:0045892	flhD,flhC,lrhA,
LrhA	GO:0044781	flhD,flhC,
LrhA	GO:0044780	flhD,
LrhA	GO:1902208	flhD,flhC,
LsrR	GO:0032259	tam,
LsrR	GO:0006810	lsrA,lsrD,lsrC,
LsrR	GO:0015749	lsrD,lsrB,lsrC,
LsrR	GO:0006096	lsrF,
LsrR	GO:0016310	lsrK,
LsrR	GO:0005975	lsrK,
LsrR	GO:0044010	lsrK,
LsrR	GO:0009372	lsrK,
LsrR	GO:0008152	lsrA,
LsrR	GO:0006351	lsrR,
LsrR	GO:0006355	lsrR,
LsrR	GO:0009408	lsrR,
LsrR	GO:2000142	lsrR,
LysR	GO:0008652	lysA,
LysR	GO:0009085	lysA,
LysR	GO:0009089	lysA,lysR,
LysR	GO:0006351	lysR,
LysR	GO:0006355	lysR,
LysR	GO:0010628	lysR,
MalI	GO:0006810	malX,
MalI	GO:0016310	malX,
MalI	GO:0008643	malX,
MalI	GO:0009401	malX,
MalI	GO:0034219	malX,
MalI	GO:0015768	malX,
MalI	GO:0009758	malX,
MalI	GO:0046323	malX,
MalI	GO:0006351	malI,malY,
MalI	GO:0006355	malI,malY,
MalI	GO:0045892	malI,
MalI	GO:0043433	malY,
MalI	GO:0009058	malY,
MalI	GO:0008652	malY,
MalI	GO:0009086	malY,
MalT	GO:0005975	malZ,malP,malS,malQ,
MalT	GO:0005977	malQ,
MalT	GO:0000025	malQ,
MalT	GO:0006810	malE,malM,malG,malF,lamB,malK,
MalT	GO:0008643	malE,lamB,malG,malF,malK,malM,
MalT	GO:0015768	malG,malE,lamB,malF,malK,
MalT	GO:0042956	malG,malE,lamB,malF,malK,
MalT	GO:0006974	malF,malE,lamB,
MalT	GO:0034289	malE,
MalT	GO:0060326	malE,
MalT	GO:0008152	malZ,malP,malK,malS,
MalT	GO:0030980	malZ,malS,malP,
MalT	GO:0051692	malZ,malS,
MalT	GO:0000023	malZ,
MalT	GO:0055085	malK,lamB,
MalT	GO:0006811	lamB,
MalT	GO:0016032	lamB,
MalT	GO:0046718	lamB,
MalT	GO:0005980	malP,
MarA	GO:0006351	marA,putA,ybaO,dctR,marR,
MarA	GO:0006355	marA,putA,ybaO,dctR,marR,rob,
MarA	GO:0045893	marA,
MarA	GO:0046677	tolC,marA,acrA,acrZ,marR,marB,
MarA	GO:0045892	marA,marR,putA,
MarA	GO:0006281	nfo,
MarA	GO:0006974	purA,nfo,
MarA	GO:0006284	nfo,
MarA	GO:0090305	nfo,
MarA	GO:0000726	nfo,
MarA	GO:0006810	tolC,acrB,acrZ,yhiD,acrA,
MarA	GO:0055085	acrA,tolC,
MarA	GO:0006855	acrA,acrZ,acrB,
MarA	GO:0015721	acrA,
MarA	GO:0055114	poxB,nfsB,fpr,nfsA,putA,sodA,zwf,
MarA	GO:0006006	zwf,
MarA	GO:0005975	zwf,
MarA	GO:0006098	zwf,
MarA	GO:0009372	zwf,
MarA	GO:0016310	waaY,
MarA	GO:0009103	waaY,waaZ,
MarA	GO:0009244	waaY,waaZ,
MarA	GO:0008152	inaA,fumC,ygiC,acnA,putA,
MarA	GO:0036460	acrZ,
MarA	GO:0042930	tolC,
MarA	GO:0014070	tolC,
MarA	GO:0071236	marR,
MarA	GO:0009408	marR,sodA,
MarA	GO:0006979	sodA,acnA,fumC,
MarA	GO:0010447	sodA,
MarA	GO:0006801	sodA,
MarA	GO:0019430	sodA,
MarA	GO:0071291	sodA,
MarA	GO:0010212	ybjN,
MarA	GO:1902201	ybjN,
MarA	GO:0030308	ybjN,
MarA	GO:1900232	ybjN,
MarA	GO:1902209	ybjN,
MarA	GO:0009297	ybjN,
MarA	GO:1902208	ybjN,
MarA	GO:0006097	acnA,
MarA	GO:0006099	acnA,fumC,
MarA	GO:0009061	acnA,
MarA	GO:0006561	putA,
MarA	GO:0006560	putA,
MarA	GO:0010133	putA,
MarA	GO:0042493	acrB,fpr,
MarA	GO:0046618	acrB,
MarA	GO:0006090	poxB,
MarA	GO:0051289	poxB,
MarA	GO:0042867	poxB,
MarA	GO:0071468	hdeA,
MarA	GO:0051262	fumC,
MarA	GO:0006108	fumC,
MarA	GO:0006106	fumC,
MarA	GO:0044010	ygiB,
MarA	GO:0046256	nfsB,
MarA	GO:0006412	rimK,
MarA	GO:0006464	rimK,
MarA	GO:0009432	rimK,
MarA	GO:0018410	rimK,
MarA	GO:0001101	dctR,
MarA	GO:0043471	dctR,
MarA	GO:0015949	purA,
MarA	GO:0006164	purA,
MarA	GO:0044208	purA,
MarA	GO:0046040	purA,
MarA	GO:0046086	purA,
MarA	GO:0009268	hdeB,
MarA	GO:0006001	fpr,
MarR	GO:0006351	marA,marR,
MarR	GO:0006355	marA,marR,
MarR	GO:0045893	marA,
MarR	GO:0046677	marA,marR,marB,
MarR	GO:0045892	marA,marR,
MarR	GO:0071236	marR,
MarR	GO:0009408	marR,
MatA	GO:0071973	fliC,
MatA	GO:0006351	flhD,fliA,ecpR,flhC,
MatA	GO:0006355	flhD,fliA,ecpR,flhC,
MatA	GO:0045893	flhD,flhC,
MatA	GO:0045892	flhD,flhC,
MatA	GO:0044781	flhD,flhC,
MatA	GO:0044780	flhD,
MatA	GO:1902208	flhD,flhC,
MatA	GO:0006810	tcyJ,
MatA	GO:0006865	tcyJ,
MatA	GO:0042883	tcyJ,
MatA	GO:1903712	tcyJ,
MatA	GO:0015811	tcyJ,
MatA	GO:1902021	fliZ,ecpR,
MatA	GO:0015074	fliZ,
MatA	GO:1903506	fliZ,
MatA	GO:0006352	fliA,
MatA	GO:0010468	fliA,
MatA	GO:0001123	fliA,
MatA	GO:0030435	fliA,
MazE	GO:0006351	mazE,mazF,
MazE	GO:0006355	mazE,mazF,
MazE	GO:0051607	mazF,
MazE	GO:0006417	mazF,
MazE	GO:0090305	mazF,
MazE	GO:0090502	mazF,
MazE	GO:0030308	mazF,
MazE	GO:0006402	mazF,
MazE	GO:0009372	mazF,
MazE	GO:0016075	mazF,
MazE	GO:0009267	mazG,
MazE	GO:0006203	mazG,
MazE	GO:0046081	mazG,
MazE	GO:0046047	mazG,
MazE	GO:0046052	mazG,
MazE	GO:0046061	mazG,
MazE	GO:0046076	mazG,
MazE-MazF	GO:0006351	mazE,mazF,
MazE-MazF	GO:0006355	mazE,mazF,
MazE-MazF	GO:0051607	mazF,
MazE-MazF	GO:0006417	mazF,
MazE-MazF	GO:0090305	mazF,
MazE-MazF	GO:0090502	mazF,
MazE-MazF	GO:0030308	mazF,
MazE-MazF	GO:0006402	mazF,
MazE-MazF	GO:0009372	mazF,
MazE-MazF	GO:0016075	mazF,
MazE-MazF	GO:0009267	mazG,
MazE-MazF	GO:0006203	mazG,
MazE-MazF	GO:0046081	mazG,
MazE-MazF	GO:0046047	mazG,
MazE-MazF	GO:0046052	mazG,
MazE-MazF	GO:0046061	mazG,
MazE-MazF	GO:0046076	mazG,
McbR	GO:0071978	yciG,
McbR	GO:0009242	mcbA,
McbR	GO:0006974	yciF,
MelR	GO:0008152	melA,
MelR	GO:0055114	melA,
MelR	GO:0005975	melA,
MelR	GO:0005995	melA,
MelR	GO:0006351	melR,
MelR	GO:0006355	melR,
MelR	GO:0006810	melB,
MelR	GO:0055085	melB,
MelR	GO:0006814	melB,
MelR	GO:0008643	melB,
MelR	GO:0034219	melB,
MelR	GO:0098655	melB,
MelR	GO:0035725	melB,
MelR	GO:0015765	melB,
MelR	GO:0015769	melB,
MetJ	GO:0006810	metQ,metI,metN,yeiB,
MetJ	GO:0008152	metL,folE,metA,metN,
MetJ	GO:0006865	metQ,metI,metN,
MetJ	GO:0003333	metN,
MetJ	GO:0048473	metN,metI,metQ,
MetJ	GO:0006730	metK,metF,folE,
MetJ	GO:0006556	metK,
MetJ	GO:0033353	metK,
MetJ	GO:0008652	metL,metC,metR,metE,metA,metB,metF,
MetJ	GO:0009086	metB,metL,metC,metR,metF,metE,metA,
MetJ	GO:0055114	metL,ahpC,ahpF,metF,
MetJ	GO:0016310	metL,
MetJ	GO:0006520	metL,metC,
MetJ	GO:0009089	metL,
MetJ	GO:0009088	metL,
MetJ	GO:0009090	metL,
MetJ	GO:0009067	metL,
MetJ	GO:0051289	metF,
MetJ	GO:0035999	metF,metE,
MetJ	GO:0046654	metF,folE,
MetJ	GO:0006555	metF,
MetJ	GO:0032259	metE,
MetJ	GO:0006479	metE,
MetJ	GO:0050667	metE,
MetJ	GO:0006729	folE,
MetJ	GO:0008616	folE,
MetJ	GO:0035998	folE,
MetJ	GO:0006979	ahpC,
MetJ	GO:0009970	ahpC,
MetJ	GO:0033194	ahpC,
MetJ	GO:0033195	ahpC,
MetJ	GO:0033214	ahpC,
MetJ	GO:0006351	metR,
MetJ	GO:0006355	metR,
MetJ	GO:0019281	metA,
MetJ	GO:0000302	ahpF,
MetJ	GO:0045454	ahpF,
MetR	GO:0006810	hmp,
MetR	GO:0055114	hmp,
MetR	GO:0009636	hmp,
MetR	GO:0015671	hmp,
MetR	GO:0051409	hmp,
MetR	GO:0006351	metR,
MetR	GO:0006355	metR,
MetR	GO:0008652	metR,metE,metH,glyA,
MetR	GO:0009086	metR,metE,metH,
MetR	GO:0032259	metE,metH,
MetR	GO:0006479	metH,metE,
MetR	GO:0035999	metH,metE,glyA,
MetR	GO:0042558	metH,
MetR	GO:0044237	metH,
MetR	GO:0050667	metH,metE,
MetR	GO:0006545	glyA,
MetR	GO:0006730	glyA,
MetR	GO:0006544	glyA,
MetR	GO:0006546	glyA,
MetR	GO:0006563	glyA,
MetR	GO:0006565	glyA,
MetR	GO:0019264	glyA,
MhpR	GO:0055114	mhpA,mhpB,mhpF,
MhpR	GO:0019380	mhpF,mhpA,mhpB,mhpD,mhpE,mhpC,
MhpR	GO:0019439	mhpF,mhpA,mhpB,mhpD,mhpE,mhpC,
MhpR	GO:0008152	mhpD,
MhpR	GO:0019622	mhpA,mhpB,mhpC,
MhpR	GO:0044550	mhpA,
MhpR	GO:0046271	mhpA,mhpB,
MhpR	GO:0006725	mhpB,
Mlc	GO:0006810	crr,ptsG,manX,ptsH,manZ,ptsI,manY,
Mlc	GO:0016310	manX,ptsI,ptsH,crr,ptsG,
Mlc	GO:0008643	ptsG,manX,ptsI,ptsH,manZ,manY,crr,
Mlc	GO:0009401	ptsG,manZ,manX,manY,ptsI,crr,ptsH,
Mlc	GO:0032445	manY,manZ,manX,
Mlc	GO:0015761	manY,manZ,manX,
Mlc	GO:0015764	manY,manZ,manX,
Mlc	GO:0061490	manY,manZ,ptsG,manX,
Mlc	GO:0034219	ptsG,manX,
Mlc	GO:0015758	ptsG,
Mlc	GO:1904659	ptsG,
Mlc	GO:0043610	crr,
Mlc	GO:0045912	crr,
Mlc	GO:0009102	ynfK,
Mlc	GO:0006468	ptsH,
Mlc	GO:0043085	ptsH,
Mlc	GO:0045819	ptsH,
Mlc	GO:0006351	malT,mlc,
Mlc	GO:0006355	malT,mlc,
Mlc	GO:0005975	malT,mlc,
Mlc	GO:0045893	malT,
Mlc	GO:0045913	malT,
MlrA	GO:0044010	csgF,csgE,csgG,
MlrA	GO:0022610	csgF,csgG,csgE,
MlrA	GO:0001101	ibaG,
MlrA	GO:0006412	rplU,rpmA,
MlrA	GO:0006351	cadC,csgD,
MlrA	GO:0006355	cadC,csgD,
MlrA	GO:0045893	cadC,
MlrA	GO:0000160	cadC,
MlrA	GO:2000144	csgD,
MlrA	GO:1900190	csgD,
MlrA	GO:0071806	csgG,csgE,
MngR	GO:0006810	mngA,
MngR	GO:0016310	mngA,
MngR	GO:0015992	mngA,
MngR	GO:0008643	mngA,
MngR	GO:0009401	mngA,
MngR	GO:0034219	mngA,
MngR	GO:0015755	mngA,
MngR	GO:0051476	mngA,
MngR	GO:0006351	mngR,
MngR	GO:0006355	mngR,
MngR	GO:0045892	mngR,
MngR	GO:0009408	mngR,
MngR	GO:0008152	mngB,
MngR	GO:0005975	mngB,
MngR	GO:0006013	mngB,
MntR	GO:0030026	mntS,
MntR	GO:0071287	mntS,
MntR	GO:0055114	dps,
MntR	GO:0006879	dps,
MntR	GO:0042594	dps,
MntR	GO:0030261	dps,
MntR	GO:0006810	mntH,mntP,
MntR	GO:0055085	mntH,
MntR	GO:0006811	mntH,mntP,
MntR	GO:0006826	mntH,
MntR	GO:0006824	mntH,
MntR	GO:1902600	mntH,
MntR	GO:0030001	mntH,
MntR	GO:0015684	mntH,
MntR	GO:0015691	mntH,
MntR	GO:0070574	mntH,
MntR	GO:0034599	mntH,
MntR	GO:0006828	mntH,
MntR	GO:0071421	mntH,mntP,
MntR	GO:0010042	mntP,
ModE	GO:0055114	dmsA,dmsC,hycC,hycE,hycB,hycD,ccmG,napH,napC,ccmH,napG,hycG,napB,dmsB,napF,napA,hycF,
ModE	GO:0009061	napC,hycB,napA,napB,dmsB,dmsA,dmsC,
ModE	GO:0019333	napC,
ModE	GO:0006351	narL,hycA,
ModE	GO:0006355	narL,hycA,
ModE	GO:0006810	ccmD,modB,oppB,oppC,modA,oppA,modC,oppD,ccmA,oppF,ccmB,ccmC,
ModE	GO:0008152	deoA,ccmA,oppF,deoB,modC,oppD,
ModE	GO:0015031	oppB,oppC,oppF,oppA,oppD,
ModE	GO:0015833	oppF,oppA,oppD,oppB,oppC,
ModE	GO:0015689	modB,modA,modC,
ModE	GO:0009408	moaA,oppA,
ModE	GO:0006777	moaE,moaB,moaA,napA,moaC,moaD,
ModE	GO:0032324	moaC,moaE,moaB,moaA,
ModE	GO:0006979	napF,
ModE	GO:0006974	narX,deoA,deoD,deoC,deoB,
ModE	GO:0006139	deoD,
ModE	GO:0009116	deoD,
ModE	GO:0006152	deoD,
ModE	GO:0019686	deoD,
ModE	GO:0042278	deoD,
ModE	GO:0015886	ccmF,ccmC,ccmE,ccmA,ccmB,ccmD,
ModE	GO:0017004	ccmH,ccmG,ccmF,ccmC,ccmE,ccmA,ccmB,ccmD,
ModE	GO:0017003	ccmE,ccmC,
ModE	GO:0018063	ccmF,ccmE,
ModE	GO:0055085	oppC,oppA,modC,
ModE	GO:0006857	oppA,
ModE	GO:0006470	narX,
ModE	GO:0016310	narX,
ModE	GO:0007165	narX,
ModE	GO:0000160	narX,narL,
ModE	GO:0018106	narX,
ModE	GO:0023014	narX,
ModE	GO:0046777	narX,
ModE	GO:0042128	narL,narX,napA,
ModE	GO:0071249	narX,
ModE	GO:0071250	narX,
ModE	GO:0009117	deoB,
ModE	GO:0006015	deoB,
ModE	GO:0009264	deoB,deoC,
ModE	GO:0043094	deoB,
ModE	GO:0045454	ccmG,
ModE	GO:0051224	napD,
ModE	GO:0000041	modC,
ModE	GO:0051604	hycH,
ModE	GO:0010468	narL,
ModE	GO:0090352	narL,
ModE	GO:0015834	oppD,
ModE	GO:0019645	dmsC,
ModE	GO:0042939	oppB,
ModE	GO:0035672	oppB,
ModE	GO:0006206	deoA,
ModE	GO:0006213	deoA,
ModE	GO:0046104	deoA,
ModE	GO:0042773	hycC,
ModE	GO:0006508	hycI,
ModE	GO:0006464	hycI,
ModE	GO:0016485	hycI,
ModE	GO:0043085	hycI,
ModE	GO:0015949	deoC,
ModE	GO:0016052	deoC,
ModE	GO:0046386	deoC,
MprA	GO:0006351	mprA,
MprA	GO:0006355	mprA,
MprA	GO:0046677	emrB,emrA,acrA,mprA,
MprA	GO:0045892	mprA,
MprA	GO:0006810	acrB,emrA,nmpC,emrB,acrA,
MprA	GO:0055085	emrB,acrA,emrA,nmpC,
MprA	GO:0006855	acrA,acrB,emrA,
MprA	GO:0015721	acrA,
MprA	GO:0009636	emrB,
MprA	GO:0042493	acrB,
MprA	GO:0046618	acrB,
MprA	GO:0006811	nmpC,
MqsA	GO:0044010	csgF,csgE,mqsR,csgG,
MqsA	GO:0022610	csgF,csgG,csgE,
MqsA	GO:0006351	rpoS,mqsR,mqsA,csgD,
MqsA	GO:0006352	rpoS,
MqsA	GO:0006355	rpoS,mqsR,cspD,mqsA,csgD,
MqsA	GO:0010468	rpoS,
MqsA	GO:0001123	rpoS,
MqsA	GO:0017148	mqsR,
MqsA	GO:0045892	mqsR,
MqsA	GO:0090305	mqsR,
MqsA	GO:0090502	mqsR,
MqsA	GO:0043488	mqsR,
MqsA	GO:0009372	mqsR,
MqsA	GO:2000145	mqsR,
MqsA	GO:2000144	csgD,
MqsA	GO:1900190	csgD,
MqsA	GO:0071806	csgG,csgE,
MqsA	GO:0008156	cspD,
MqsA	GO:0042594	cspD,
MraZ	GO:0006810	ftsW,
MraZ	GO:0008360	ftsW,ftsA,murC,mraY,murG,murE,murD,murF,ddlB,ftsI,
MraZ	GO:0009252	ftsW,murC,mraY,murG,murE,murD,murF,ddlB,ftsI,
MraZ	GO:0071555	murG,murE,murD,murF,ftsI,ftsW,murC,mraY,ddlB,
MraZ	GO:0051301	murG,murE,murD,murF,ftsL,ftsI,ftsQ,ftsW,ftsA,murC,mraY,ftsZ,
MraZ	GO:0043093	ftsW,ftsZ,ftsL,ftsQ,
MraZ	GO:0015836	ftsW,
MraZ	GO:0008152	ftsI,ftsZ,
MraZ	GO:0000917	ftsZ,ftsQ,
MraZ	GO:0051258	ftsZ,
MraZ	GO:0009058	murC,murE,murD,murF,
MraZ	GO:0055114	mioC,
MraZ	GO:0009102	mioC,
MraZ	GO:0032259	rsmH,
MraZ	GO:0006364	rsmH,
MraZ	GO:0070475	rsmH,
MraZ	GO:0006629	lpxC,
MraZ	GO:0009245	lpxC,
MraZ	GO:0006351	mraZ,
MraZ	GO:0006355	mraZ,
MraZ	GO:0045892	mraZ,
MraZ	GO:2000143	mraZ,
MraZ	GO:0030259	murG,
MraZ	GO:0042493	ftsI,
MraZ	GO:0046677	ftsI,
MtlR	GO:0008152	mtlD,
MtlR	GO:0055114	mtlD,
MtlR	GO:0019592	mtlD,
MtlR	GO:0019594	mtlD,
MtlR	GO:0006351	mtlR,
MtlR	GO:0006355	mtlR,
MtlR	GO:0045892	mtlR,
MtlR	GO:0006810	mtlA,
MtlR	GO:0016310	mtlA,
MtlR	GO:0008643	mtlA,
MtlR	GO:0009401	mtlA,
MtlR	GO:0034219	mtlA,
MtlR	GO:0015797	mtlA,
MtlR	GO:0015795	mtlA,
MurR	GO:0006351	murR,
MurR	GO:0006355	murR,
MurR	GO:0045892	murR,
MurR	GO:0005975	murQ,murR,
MurR	GO:0043470	murR,
MurR	GO:0097173	murR,murQ,
MurR	GO:0006810	murP,
MurR	GO:0016310	murP,
MurR	GO:0008643	murP,
MurR	GO:0009401	murP,
MurR	GO:0034219	murP,
MurR	GO:0009254	murQ,
MurR	GO:0006040	murQ,
MurR	GO:0097175	murQ,
MurR	GO:0046348	murQ,
Nac	GO:0006810	codB,nupC,ydcV,gabP,ydcS,ydcU,ydcT,
Nac	GO:0055085	codB,gabP,ydcT,
Nac	GO:0015992	nupC,codB,
Nac	GO:0019858	codB,codA,
Nac	GO:0015856	codB,
Nac	GO:0006865	gabP,
Nac	GO:0006974	gabP,
Nac	GO:0003333	gabP,
Nac	GO:0015807	gabP,
Nac	GO:1902475	gabP,
Nac	GO:0009450	gabT,gabP,gabD,
Nac	GO:0015812	gabP,
Nac	GO:0008152	gabD,serA,patD,gltB,ydcT,
Nac	GO:0055114	gabD,gdhA,gltD,serA,mioC,patD,gltB,
Nac	GO:0006807	gabD,gltD,gltB,
Nac	GO:0009102	mioC,
Nac	GO:0006209	codA,
Nac	GO:0006537	gdhA,gltD,gltB,
Nac	GO:0008652	gltD,serA,gltB,
Nac	GO:0097054	gltD,gltB,
Nac	GO:0006351	nac,asnC,feaR,
Nac	GO:0006355	nac,asnC,feaR,
Nac	GO:0045893	asnC,nac,feaR,
